id,name,description,image,type,weight,special_effect,how_to_acquire,in_game_section,dlc
armor_325,Queen's Robe,"Robe indicating the highest order of sorcerer. Worn by Rennala, Queen of the Full Moon. When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him. And then, those at the academy realized. That Rennala was no champion, after all.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/queens_robe_elden_ring_wiki_guide_200px.png,chest armor,5.1,,"The Queen's Robe can be purchased to Enia in Roundtable Hold for 10,000 Need to defeat Rennala, Queen of the Full Moon Bossfight first.",2,Base Game
armor_326,Radahn's Lion Armor,"Armor depicting the golden lion.Worn by General Radahn.The golden lion is said to symbolize Godfrey, the Elden Lord, and his beast regent, Serosh. From his youngest years, Radahn was naturally captivated by the Lord of the Battlefield.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/radahns_lion_armor_elden_ring_wiki_guide_200px.png,chest armor,17.5,,"Can be purchased from Enia at the Roundtable Hold for 12,000 runes once Starscourge Radahn has been defeated.",10,Base Game
armor_327,Raging Wolf Armor,"Armor worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold. According to the old legends, wolves are the shadows of the Empyrean. Vargram aspired to such a state himself.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/raging_wolf_armor_elden_ring_wiki_guide_200px.png,chest armor,10.1,,"Leyndell Royal Capital. After obtaining the second to last letter from Volcano Manor, You will be sent to assist Bernahl with an invade in a familiar location. On completion of the invade, You will receive the full Raging Wolf set. Elden Ring Map here.",9,Base Game
armor_328,Raya Lucarian Robe,"Robe worn by Raya Lucaria's magic scholars. Those who dedicate themselves to the study of glintstones formed from starry amber receive this modest yet elegant deep blue garb along with their vows of virtue and austerity. But with extended life, one is apt to forget old vows.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/raya_lucarian_robe_elden_ring_wiki_guide_200px.png,chest armor,4.1,,Dropped by Raya Lucaria Sorcerer in Raya Lucaria Academy.,2,Base Game
armor_329,Rotten Gravekeeper Cloak,"Thick, bristly cloak eaten through by scarlet rot.The symbol of an underground gravekeeper's station. Altered:Worn by gladiators who were driven from the colosseum.The wearer becomes a slightly easier target for foes.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/rotten_gravekeeper_cloak_elden_ring_wiki_guide_200px.png,chest armor,6.3,Increases likelihood of being targeted by foes,"Dropped by the boss of Consecrated Snowfield Catacombs in Consecrated Snowfield, Putrid Grave Warden Duelist.Elden Ring Map here",5,Base Game
armor_330,Ruler's Robe,Luxurious robe worn by lords in a smaller nation. Its fine blue mantle serves to prove its wearer's status.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rulers_robe_elden_ring_wiki_guide_200px.png,chest armor,5.1,,"Can be found on a corpse laying face-down on a carriage northeast of the Abandoned Coffin site of grace in west Altus Plateau, alongside the Ruler's Mask. Elden Ring Map here",3,Base Game
armor_331,Sage Robe,Thick burgundy robe. Attire of the wise sages who were deemed heretical. Evidence that the wearer was driven from town.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sage_robe_elden_ring_wiki_guide_200px.png,chest armor,5.1,,"Can be found in Stillwater Cave - Liurnia of the Lakes, just ahead and below the Lake Facing Cliffs, it's all sitting on a poison submerged corpse near the entrance, guarded by Giant Bats that will attack you when you take it. Elden Ring Map here",2,Base Game
armor_332,Sanguine Noble Robe,Robe of dyed black cloth featuring gold embroidery. Worn by the nobles who serve the Lord of Blood. The grand metallic pattern on the shoulder is a signifier of the noble rank they intend to claim upon the advent of the new dynasty they are working to install.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sanguine_noble_robe_elden_ring_wiki_guide_200px.png,chest armor,5.1,,The entire Noble Robe Set is dropped by Sanguine Noble NPC invasion in west Mountaintops of The Giants.Elden Ring Map here.,3,Base Game
armor_333,Scale Armor,"Armor reinforced with small metal scales. The cape covering the shoulders is made with treated rock lizard skin, and provides ample protection against fire.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/scale_armor_elden_ring_wiki_guide_200px.png,chest armor,8.8,,"Can be bought from the Nomadic Merchant at the eastern side of Weeping Peninsula, for 2400 Runes.Elden Ring Map here",7,Base Game
armor_334,Scaled Armor,"Armor worn by Old Knight Istvan.The corroded metal is reinforced with rock-hard scales, making it high effective against non-physical attacks.Istvan is one of a few wizened Tarnished who survived to this day.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/scaled_armor_elden_ring_wiki_guide_200px.png,chest armor,16.0,,"Can be found after killing the first assassination target for the Volcano Manor, Old Knight Istvan. Elden Ring Map here",10,Base Game
armor_335,Snow Witch Robe,"Witch's robe in the color of snow. Once worn by the snowy crone who the young Ranni encountered deep in the woods. She was a witch, and well versed in cold sorceries. It is said that the doll that houses Ranni's soul was modeled after her. That old witch was Ranni's secret mentor.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/snow_witch_robe_elden_ring_wiki_guide_200px.png,chest armor,5.5,,Found in a chest on the upper floor of Renna's Rise after reaching the end of Ranni's questline. Elden Ring Map here,2,Base Game
armor_336,Traveling Maiden Robe,"Robe worn by traveling maidens. Maidens traversed the Lands Between for different reasons. Some to seek audience with the Fingers. Others, to find the Tarnished who they were destined to guide.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/traveling_maiden_robe_elden_ring_wiki_guide_200px.png,chest armor,4.9,,On a corpse inside the Shack of The Lofty in the northern Mountaintops of the Giants. The rest of the set can also be looted here. Elden Ring Map here,2,Base Game
armor_337,Twinned Armor,"Armor depicting entwined twins of gold and silver. The two known as D are inseparable twins.They are of two bodies and two minds, but one single soul. Not once do they stand together; not one word do they speak to one another.Perhaps this armor longs to find its way to the other D.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/twinned_armor_elden_ring_wiki_guide_200px.png,chest armor,13.7,,"Earliest location: Limgrave East upon killing D, Hunter of the Dead. Elden Ring Map here",9,Base Game
armor_338,Upper-Class Robe,"Embroidered, bright green robe worn by noble children. Donning such a robe is traditionally the child's first show of burgeoning independence.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/upper-class_robe_elden_ring_wiki_guide_200px.png,chest armor,4.1,,"Can be found at Leyndell Royal Capital, at the end of the passageway where you fight a few Perfumers.Elden Ring Map hereCan be purchased from Hermit Merchant at Hermit Merchant's Shack for 2,400 Runes.",3,Base Game
armor_339,Vagabond Knight Armor,"Chest piece of a knight banished from their motherland. Dirty and battered after enduring a lengthy vagabond journey.The crest emblazoned on the front is worn and dingy, no longer able to evoke sentiment.Metal armor is heavy, but also study ordering significant damage negation.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/vagabond_knight_armor_elden_ring_wiki_guide_200px.png,chest armor,10.6,,"Starting Equipment for the Vagabond Class.Sold by the Nomadic Merchant located in eastern Mountaintops of the Giants for 1,500 Runes.Elden Ring Map here",8,Base Game
armor_340,Veteran's Armor,"Old armor that has seen many battles. Worn by Niall, the veteran general of Sol. Niall was a lone survivor who commanded spirits to defend his long-passed master. This aging general could not die, nor did he have anywhere to fade away.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/veterans_armor_elden_ring_wiki_guide_200px.png,chest armor,18.9,,Can be purchased from Finger Reader Enia at Roundtable Hold after killing Commander Niall at Castle Sol Rooftop.,10,Base Game
armor_341,White Reed Armor,"Armor of the White Reeds, fashioned from banded iron plates. Worn by the Inaba, head disciples of the great swordsman Okina. The Inaba traveled in pursuit of not only the master who abandoned them, but also proper deaths, won honorably through hard-fought combat. To be a White Reed is to seek death; fitting for the Inaba, who desired nothing more than to die by the sword.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/white_reed_armor_elden_ring_wiki_guide_200px.png,chest armor,8.3,,Spiritcaller's Cave in the Mountaintops of the Giants: Found on a corpse in a long cavern filled with spirit wolves. The White Reed Gauntlets and White Reed Greaves can also be found on this corpse.Elden Ring Map here,7,Base Game
armor_342,Zamor Armor,"Armor worn by knights of Zamor, hailed as heroes in the War against the Giants. These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/zamor_armor_elden_ring_wiki_guide_200px.png,chest armor,8.8,,Dropped by the Ancient Hero of Zamor fought at the Mountaintops of the Giants.Elden Ring Map here,7,Base Game
armor_343,Marionette Soldier Armor,"Armor of metal bands arranged in a lattice.Worn by marionette soldiers, crafted to serve the sorcerers.The construction of this armor is remarkably crude, now rusted over and severely dented.For a doll, the only thing that matters is that it does not break.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/marionette_soldier_armor_elden_ring_wiki_guide_200px.png,chest armor,8.8,,Dropped by Marionette Soldier fought at Witchbane Ruins.,7,Base Game
armor_344,Alberich's Robe (Altered),Mad Tongue Alberich's robe. Alberich was an aloof yet disturbed heretical sorcerer said to have been driven mad by jeering tongues during his service to the Roundtable Hold long ago.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/alberichs_robe_(altered)_elden_ring_wiki_guide_200px.png,chest armor,3.2,,Boc the Seamster can alter the original Alberich's Robe if you have it in your possession.,2,Base Game
armor_345,All-Knowing Armor (Altered),"Armor set with countless eyes and ears. Worn by Gideon Ofnir, the All-Knowing. Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear. At the end that should not be.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/all-knowing_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,9.3,,"After completing Boc's Questline, you (or Boc) can alter All-Knowing Armor into All-Knowing Armor (Altered).",9,Base Game
armor_346,Aristocrat Garb (Altered),"High quality garb adorned with fine golden embroidery.Travel attire worn by nobles in the capital. Terribly faded and tattered.Abandoning their birthplace after the Shattering, these pitiful wanderers are the pitiful product of unending life.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/aristocrat_garb_(altered)_elden_ring_wiki_guide_200px.png,chest armor,4.1,,Drops from the Aristocrat enemies found wandering the roads in most areas.An early spot to farm them is the traveling carriage escort on the road north of the Agheel Lake South site of grace.,1,Base Game
armor_347,Astrologer Robe (Altered),"Robe fashioned from supple cloth. Worn by those who look to the cosmos above. They read fate in the stars, and are said to be heirs of the glintstone sorcerers. But alas, the night sky no longer cradles fate.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/astrologer_robe_(altered)_elden_ring_wiki_guide_200px.png,chest armor,5.3,,"After completing Boc's Questline, you (or Boc) can alter Astrologer Robe into Astrologer Tobe (Altered).",2,Base Game
armor_348,Banished Knight Armor (Altered),"Thick, full set of armor covering the entire body. This armor was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes. These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/banished_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,16.5,,Stormveil Castle. Dropped by the Banished Knight in the room with the human limbs hanging from the roof.Cathedral of Dragon Communion. Dropped by the Banished Knight patrolling the perimeter of the Cathedral.,10,Base Game
armor_349,Battlemage Robe,"Robe worn by scholars of the Raya Lucaria Academy, tattered from being worn on the battlefield.Whenever war broke out and the academy sealed its gates, only Haima's scholars dared venture outside. Seclusion is no way to foster discovery; it is only a convenient form of escape.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/battlemage_robe_elden_ring_wiki_guide_200px.png,chest armor,4.1,,This piece is dropped by Battlemage enemies.,2,Base Game
armor_350,Beast Champion Armor (Altered),"Silver armor engraved with tiny beasts.Worn by Bernahl the Recusant.Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.Until his maiden threw herself into the fire.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/beast_champion_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,16.4,,"Drops from Knight Bernahl upon death. If not killed before, he will eventually invade you at Crumbling Farum Azula, dropping the entire set with an altered version of the chest piece. Elden Ring Map here.",10,Base Game
armor_351,Black Knife Armor (Altered),"Armor used by the Black Knife Assassins. Crafted with scale armor that makes no sound. The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_knife_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,9.0,,Boc the Seamster can alter the original Black Knife Armor if you have it in your possession.,7,Base Game
armor_352,Blaidd's Armor,"Well-worn black armor of the man-wolf BlaiddThe pelt serves as a cape, protecting from cold.Blaidd was the blade of Ranni, but the cold bothered him anyway.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/blaidds_armor_elden_ring_wiki_guide_200px.png,chest armor,13.7,,"Following Ranni's questline, after she is given the Dark Moon Ring, return to Ranni's Rise and you will hear Blaidd talking to himself in front of the tower. When he finishes his dialogue he will turn hostile, and defeating him will grant the player Blaidd's Armor, Blaidd's Gauntlets, and Blaidd's Greaves (as well as the Royal Greatsword).Elden Ring Map here",9,Base Game
armor_353,Blaidd's Armor (Altered),"Well-worn black armor of the man-wolf Blaidd. Blaidd, who served as Ranni's shadow, was a loyal ally who would defy destiny itself if it would have him turn upon his Lady.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/blaidds_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,12.5,,Boc the Seamster can alter the original Blaidd's Armor if you have it in your possession.,9,Base Game
armor_354,Bloodhound Knight Armor (Altered),"Metal armor with a jutting breastplate. Worn by the Bloodhound Knights. The Bloodhound Knights are trained as hunters and known to be unshakable trackers. Without the use of language, each knight chooses his own master. Once the decision has been made, the knight stays loyal for life.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodhound_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,9.6,,"After completing Boc's Questline, you (or Boc) can alter Bloodhound Knight Armor into Bloodhound Knight Armor (Altered).",8,Base Game
armor_355,Bloodsoaked Tabard,Padded cloth armor with indelible bloodstains around the neck.Worn by headless foot soldiers who endlessly guard the Wandering Mausoleum.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodsoaked_tabard_elden_ring_wiki_guide_200px.png,chest armor,8.3,,Drops from Mausoleum Foot Soldiers.,5,Base Game
armor_356,Blue Festive Garb,"Ceremonial garb worn by dancers at the festivities in Dominula, the village of windmills. Use of this garb, dyed in a stunning blue, is only permitted for the young maids who play the central role in the festival.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/festive_garb_elden_ring_wiki_guide_200px.png,chest armor,4.1,,"The set pieces are dropped by dancers in Dominula, Windmill Village. The regular festive set is dropped by those wearing the yellow hood and garb.",1,Base Game
armor_357,Blue Silver Mail Armor (Altered),"Chainmail armor crafted with blue silver. Worn by the wolf-riding Albinauric archers. Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/blue_silver_mail_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,8.5,,"Boc the Seamster can alter the original Blue Silver Mail Armor, if you have it in your possession.",7,Base Game
armor_358,Brave's Battlewear,"Battlewear fashioned from leather armor adorned with a large sheet of cloth. Garb worn by warriors of the frigid uplands. The red cloth signifies participation in the Long March long, long ago and this ceremonial garb beseeches the favor of the Warrior King who led them.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/braves_battlewear_elden_ring_wiki_guide_200px.png,chest armor,4.1,,This Chest Armor is currently unobtainable.,Base Game,Base Game
armor_359,Brave's Battlewear (Altered),Helm wrapped in thick leather. Garb worn by warriors of the frigid uplands.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/braves_battlewear_(altered)_elden_ring_wiki_guide_200px.png,chest armor,3.2,,This Chest Armor is currently unobtainable.,0,0
armor_360,Briar Armor (Altered),"Battered iron armor from a foreign land. Worn by Elemer of the Briar. The winding, rusted iron briars are a mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls. Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/briar_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,10.7,,"Boc the Seamster can alter the original Briar Armor, if you have it in your possession.",9,Base Game
armor_361,Carian Knight Armor (Altered),"Armor of the enchanted knights that once served the Carian royal family. The enchanted knights, anointed by the Lunar Queen, were all heroes of the highest honors, but fell into disarray with the decline of the royal family.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/carian_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,9.7,,"After completing Boc's Questline, you (or Boc) can alter Carian Knight Armor into Carian Knight Armor (Altered).",8,Base Game
armor_362,Cleanrot Armor (Altered),"Armor of the Cleanrot Knights, celebrated for their undefeated campaign in the Shattering. The Cleanrot Knights vowed to fight alongside Malenia, despite the inevitable, if gradual, putrefaction of their flesh. Their acceptance of their fate made these battles the fiercest of all.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/cleanrot_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,13.7,,"After completing Boc's Questline, you (or Boc) can alter Cleanrot Armor into Cleanrot Armor (Altered).",8,Base Game
armor_363,Commoner's Garb (Altered),"Garb decorated with intricate embroidery.Standard wear for commoners of the Lands Between.The board hung from the neck depicts a sprawling tree, its roots and branches forming two holes. This is a self-imposed shackle, a voluntary display of allegiance to the Erdtree that increases faith.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/commoners_garb_(altered)_elden_ring_wiki_guide_200px.png,chest armor,4.1,+1 Faith,"Commoner's Garb is dropped by Commoner enemies found in Stormveil Castle, Leyndell, Royal Capital, and other areas of the map.",1,Base Game
armor_364,Commoner's Simple Garb (Altered),"Modest garb made of cloth.Standard wear for Commoners of the Lands Between.The board hung from the neck depicts a sprawling tree, its roots and branches forming two holes. This is a self-imposed shackle, a voluntary display of allegiance to the Erdtree that increases faith.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/commoners_simple_garb_(altered)_elden_ring_wiki_guide_200px.png,chest armor,4.1,+1 Faith,Commoner's Simple Garb is found Stormveil Castle. Located on a corpse on the balcony just outside the Gateside Chamber site of grace room.,1,Base Game
armor_365,Confessor Armor (Altered),"Black leather armor for blending in with the darkness. Worn by church confessors. The churches outside the Lands Between, dedicated to the teachings of the Two Fingers, send confessors out to follow the guidance of grace. The confessors are loyal servants to the Two Fingers, ready to hunt down and quietly dispose of their enemies.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/confessor_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,7.3,,"After completing Boc's Questline, you (or Boc) can alter Confessor Armor into Confessor Armor (Altered).",4,Base Game
armor_366,Consort's Robe,"Fine robe of white silk worn by Tanith, Lady of the Volcano Manor.Long ago, when Rykard first set eyes on Tanith, she was working as a dancer in a foreign land. Soon, he made her his consort.She was the only human to remain by his side when he became the serpent of blasphemy.In that moment, Tanith was truly charmed by him.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/consorts_robe_elden_ring_wiki_guide_200px.png,chest armor,4.1,,"Looted from the corpse of Tanith after attacking her and defeating the summoned Tanith's Knight near the Rykard, Lord of Blasphemy Site of Grace in Volcano Manor, Altus Plateau. Elden Ring Map here.",3,Base Game
armor_367,Corhyn's Robe,"Robe of Corhyn the cleric.Even after exile, Corhyn refused to recant his prophecies. And for this, he was blessed with the guidance of grace.Since then, the cart wheel draped on his neck has served as a reminder. That true guidance awaits those with iron wills. Those with unwavering faith.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/corhyns_robe_elden_ring_wiki_guide_200px.png,chest armor,6.3,,"Dropped by Corhyn at the end of his questline, in Leyndell, Capital of Ash. Elden Ring Map here",2,Base Game
armor_368,Crucible Axe Armor (Altered),"Armor of the Crucible Knights who served Godfrey, the first Elden Lord. Worn by the knight Ordovis and his men. Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/crucible_axe_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,14.9,Strengthens Aspects of the Crucible incantations,"After completing Boc's Questline, you (or Boc) can alter Crucible Axe Armor into Crucible Axe Armor (Altered).",10,Base Game
armor_369,Crucible Tree Armor (Altered),"Armor of the Crucible Knights who served Godfrey, the first Elden Lord. Worn by the knight Siluria and her men. Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/crucible_tree_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,14.9,Strengthens Aspects of the Crucible incantations,"After completing Boc's Questline, you (or Boc) can alter Crucible Tree Armor into Crucible Tree Armor (Altered).",10,Base Game
armor_370,Cuckoo Knight Armor,"Armor worn by Raya Lucaria Academy knights.Its left breast is emblazoned with a peering cuckoo, whence came their name.Perhaps the bird's shrewd gaze is an expression of their refusal to be mere servants of the academy.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/cuckoo_knight_armor_elden_ring_wiki_guide_200px.png,chest armor,11.8,,"Dropped from Raya Lucaria Academy Knights, also referred to as Cuckoo Knights. There are three nearby to the East Raya Lucaria Gate site of grace.",8,Base Game
armor_371,Cuckoo Knight Armor (Altered),"Armor worn by Raya Lucaria Academy knights. Its left breast is emblazoned with a peering cuckoo, whence came their name. Perhaps the bird's shrewd gaze is an expression of their refusal to be mere servants of the academy.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/cuckoo_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,10.8,,"Dropped from Raya Lucaria Academy Knights, also referred to as Cuckoo Knights. There are three nearby to the East Raya Lucaria Gate site of grace.",8,Base Game
armor_372,Depraved Perfumer Robe (Altered),Robe worn by depraved perfumers. The embroidery on the apron is itself a curse upon the Erdtree. These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is what earned them their name.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/depraved_perfumer_robe_(altered)_elden_ring_wiki_guide_200px.png,chest armor,4.0,,Drops from Depraved Perfumers.,3,Base Game
armor_373,Dirty Chainmail,Chainmail worn by young Albinaurics.The appearance of a protruding belly provides no benefits worthy of note.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dirty_chainmail_elden_ring_wiki_guide_200px.png,chest armor,8.8,,Dropped by the Second Generation Albinaurics that are visibly wearing the chest piece.An easily farmable group of 4 is located near the Academy Gate Town site of grace in Liurnia of the Lakes. Head northwest from the site of grace until you reach an L-shaped building with a small tower at the corner. There will be 2 on the left sloped roof and 2 near the tower that can all drop the chest.,6,Base Game
armor_374,Drake Knight Armor,"Black iron armor worn by drake knights.Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partake of communion.The cape is crafted with dragon wing membrane.Altered:From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/drake_knight_armor_elden_ring_wiki_guide_200px.png,chest armor,9.2,,You can find the Drake Knight Set in Crumbling Farum Azula.Travel to the Beside The Great Bridge site of grace and go in the opposite direction of the boss room. Go through the building and outside onto the balcony. From here drop down to the Beastman with the big cleaver. Go along the bridge and call up the elevator. Ride the Elevator down and go Outside. The Drake Knight Set is on the left in a big chest. [Elden Ring Map here],9,Base Game
armor_375,Drake Knight Armor (Altered),"Black iron armor worn by drake knights. Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion. From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/drake_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,8.3,,"Boc the Seamster can alter the original Drake Knight Armor, if you have it in your possession.",9,Base Game
armor_376,Elden Lord Armor (Altered),"Armor of Godfrey, the first Elden Lord. The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield. He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/elden_lord_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,8.4,,"After completing Boc's Questline, you (or Boc) can alter Elden Lord Armor into Elden Lord Armor (Altered).",7,Base Game
armor_377,Errant Sorcerer Robe (Altered),"Commonplace robe made of thick cloth. Worn by the Errant Sorcerer Wilhelm, one of the first Tarnished to visit Roundtable Hold. A silent seeker of sorcery, who had gone so far as to make contact with the primeval current, Wilhelm was led by guidance into confrontation with his friend Vargram, and it is said that he was then taken prisoner in Roundtable Hold.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/errant_sorcerer_robe_(altered)_elden_ring_wiki_guide_200px.png,chest armor,3.2,,"After completing Boc's Questline, you (or Boc) can alter Errant Sorcerer Robe into Errant Sorcerer Robe (Altered).",2,Base Game
armor_378,Festive Garb,"Ceremonial garb worn by dancers at the festivities in Dominula, the village of windmills.Faintly bloodstained.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/festive_garb_elden_ring_wiki_guide_200px.png,chest armor,4.1,,"Dropped by yellow clothed dancers in Dominula, Windmill Village.",1,Base Game
armor_379,Festive Garb (Altered),"Ceremonial garb worn by dancers at the festivities in Dominula, the village of windmills.Faintly bloodstained.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/festive_garb_(altered)_elden_ring_wiki_guide_200px.png,chest armor,3.2,,"Item dropped by the dancing women at Windmill Village, Altus Plateau.This item is a drop only and cannot be created by altering the Festive Garb.",1,Base Game
armor_380,Finger Maiden Robe (Altered),"Robe worn by maidens who serve the Two Fingers. The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers. The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/finger_maiden_robe_(altered)_elden_ring_wiki_guide_200px.png,chest armor,3.7,,"After completing Boc's Questline, you (or Boc) can alter Finger Maiden Robe into Finger Maiden Robe (Altered).",2,Base Game
armor_381,Fingerprint Armor,"Iron armor singed and blistered by fingers.Worn by Vyke, knight of the Roundtable Hold.No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.Did he make his choice for his maiden, or did some other force lure him with suggestion?",http://eldenring.wiki.fextralife.com/file/Elden-Ring/fingerprint_armor_elden_ring_wiki_guide_200px.png,chest armor,10.6,,Lord Contender's Evergaol: Dropped by Roundtable Knight Vyke upon defeat. Elden Ring Map here,9,Base Game
armor_382,Fingerprint Armor (Altered),"Iron armor singed and blistered by fingers. Worn by Vyke, knight of the Roundtable Hold. No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy. Did he make his choice for his maiden, or did some other force lure him with suggestion?",http://eldenring.wiki.fextralife.com/file/Elden-Ring/fingerprint_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,10.0,,"After completing Boc's Questline, you (or Boc) can alter Fingerprint Armor into Fingerprint Armor (Altered).",9,Base Game
armor_383,Fire Prelate Armor,"Black iron armor adorned with a red cloth.Attire of the Fire Prelates, commanders of the Fire Monks.The weighty frames of the Prelates symbolized the onus of their grave vows as guardians of the flame. ""Etch this sight upon thine breast. Of my thunderous gravity.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_prelate_armor_elden_ring_wiki_guide_200px.png,chest armor,24.7,,Dropped by Fire Prelate enemies.The altered version without the red tabard is dropped by one found in Fort Laiedd in Mt. Gelmir.The non-altered version is dropped by one found in Guardians' Garrison in Mountaintop of the Giants. Drops from Fire Prelate wielding it nearby Whiteridge Road grace. Mob has 5638 HP total (Non-NG),11,Base Game
