id,attribute_type,attribute_name,attribute_value
armor_341,damage_negation,VS Pierce,8.8
armor_341,damage_negation,Magic,10.9
armor_341,damage_negation,Fire,10.9
armor_341,damage_negation,Lightning,11.9
armor_341,damage_negation,Holy,10.2
armor_341,resistance,Immunity,67.0
armor_341,resistance,Robustness,42.0
armor_341,resistance,Focus,55.0
armor_341,resistance,Vitality,50.0
armor_341,resistance,Poise,17.0
armor_342,damage_negation,Physical,11.9
armor_342,damage_negation,VS Strike,9.5
armor_342,damage_negation,VS Slash,12.4
armor_342,damage_negation,VS Pierce,10.9
armor_342,damage_negation,Magic,8.8
armor_342,damage_negation,Fire,8.8
armor_342,damage_negation,Lightning,6.1
armor_342,damage_negation,Holy,8.0
armor_342,resistance,Immunity,21.0
armor_342,resistance,Robustness,63.0
armor_342,resistance,Focus,11.0
armor_342,resistance,Vitality,18.0
armor_342,resistance,Poise,18.0
armor_343,damage_negation,Physical,11.9
armor_343,damage_negation,VS Strike,8.8
armor_343,damage_negation,VS Slash,13.5
armor_343,damage_negation,VS Pierce,8.8
armor_343,damage_negation,Magic,8.8
armor_343,damage_negation,Fire,8.8
armor_343,damage_negation,Lightning,6.7
armor_343,damage_negation,Holy,8.8
armor_343,resistance,Immunity,24.0
armor_343,resistance,Robustness,50.0
armor_343,resistance,Focus,21.0
armor_343,resistance,Vitality,18.0
armor_343,resistance,Poise,18.0
armor_344,damage_negation,Physical,4.2
armor_344,damage_negation,VS Strike,2.7
armor_344,damage_negation,VS Slash,4.2
armor_344,damage_negation,VS Pierce,4.2
armor_344,damage_negation,Magic,12.6
armor_344,damage_negation,Fire,11.4
armor_344,damage_negation,Lightning,11.9
armor_344,damage_negation,Holy,12.6
armor_344,resistance,Immunity,32.0
armor_344,resistance,Robustness,19.0
armor_344,resistance,Focus,57.0
armor_344,resistance,Vitality,61.0
armor_344,resistance,Poise,5.0
armor_345,damage_negation,Physical,12.4
armor_345,damage_negation,VS Strike,10.9
armor_345,damage_negation,VS Slash,12.9
armor_345,damage_negation,VS Pierce,11.4
armor_345,damage_negation,Magic,11.4
armor_345,damage_negation,Fire,8.8
armor_345,damage_negation,Lightning,9.5
armor_345,damage_negation,Holy,8.0
armor_345,resistance,Immunity,22.0
armor_345,resistance,Robustness,38.0
armor_345,resistance,Focus,16.0
armor_345,resistance,Vitality,16.0
armor_345,resistance,Poise,21.0
armor_346,damage_negation,Physical,7.1
armor_346,damage_negation,VS Strike,8.0
armor_346,damage_negation,VS Slash,7.1
armor_346,damage_negation,VS Pierce,7.1
armor_346,damage_negation,Magic,6.1
armor_346,damage_negation,Fire,6.7
armor_346,damage_negation,Lightning,7.1
armor_346,damage_negation,Holy,6.1
armor_346,resistance,Immunity,42.0
armor_346,resistance,Robustness,29.0
armor_346,resistance,Focus,32.0
armor_346,resistance,Vitality,25.0
armor_346,resistance,Poise,10.0
armor_347,damage_negation,Physical,6.1
armor_347,damage_negation,VS Strike,5.3
armor_347,damage_negation,VS Slash,5.3
armor_347,damage_negation,VS Pierce,5.3
armor_347,damage_negation,Magic,13.3
armor_347,damage_negation,Fire,12.8
armor_347,damage_negation,Lightning,13.0
armor_347,damage_negation,Holy,12.8
armor_347,resistance,Immunity,42.0
armor_347,resistance,Robustness,21.0
armor_347,resistance,Focus,75.0
armor_347,resistance,Vitality,64.0
armor_347,resistance,Poise,10.0
armor_348,damage_negation,Physical,18.3
armor_348,damage_negation,VS Strike,14.4
armor_348,damage_negation,VS Slash,18.7
armor_348,damage_negation,VS Pierce,16.8
armor_348,damage_negation,Magic,13.3
armor_348,damage_negation,Fire,13.3
armor_348,damage_negation,Lightning,12.8
armor_348,damage_negation,Holy,13.0
armor_348,resistance,Immunity,52.0
armor_348,resistance,Robustness,69.0
armor_348,resistance,Focus,32.0
armor_348,resistance,Vitality,34.0
armor_348,resistance,Poise,33.0
armor_349,damage_negation,Physical,5.3
armor_349,damage_negation,VS Strike,6.1
armor_349,damage_negation,VS Slash,4.2
armor_349,damage_negation,VS Pierce,5.3
armor_349,damage_negation,Magic,13.0
armor_349,damage_negation,Fire,11.9
armor_349,damage_negation,Lightning,12.4
armor_349,damage_negation,Holy,12.6
armor_349,resistance,Immunity,42.0
armor_349,resistance,Robustness,23.0
armor_349,resistance,Focus,63.0
armor_349,resistance,Vitality,71.0
armor_349,resistance,Poise,10.0
armor_350,damage_negation,Physical,17.2
armor_350,damage_negation,VS Strike,15.9
armor_350,damage_negation,VS Slash,18.5
armor_350,damage_negation,VS Pierce,18.2
armor_350,damage_negation,Magic,12.9
armor_350,damage_negation,Fire,13.7
armor_350,damage_negation,Lightning,12.7
armor_350,damage_negation,Holy,13.4
armor_350,resistance,Immunity,50.0
armor_350,resistance,Robustness,75.0
armor_350,resistance,Focus,34.0
armor_350,resistance,Vitality,32.0
armor_350,resistance,Poise,34.0
armor_351,damage_negation,Physical,11.3
armor_351,damage_negation,VS Strike,10.8
armor_351,damage_negation,VS Slash,12.3
armor_351,damage_negation,VS Pierce,12.3
armor_351,damage_negation,Magic,8.7
armor_351,damage_negation,Fire,9.4
armor_351,damage_negation,Lightning,6.6
armor_351,damage_negation,Holy,11.3
armor_351,resistance,Immunity,25.0
armor_351,resistance,Robustness,42.0
armor_351,resistance,Focus,21.0
armor_351,resistance,Vitality,21.0
armor_351,resistance,Poise,19.0
armor_352,damage_negation,Physical,14.6
armor_352,damage_negation,VS Strike,12.9
armor_352,damage_negation,VS Slash,14.6
armor_352,damage_negation,VS Pierce,15.3
armor_352,damage_negation,Magic,11.4
armor_352,damage_negation,Fire,12.6
armor_352,damage_negation,Lightning,10.2
armor_352,damage_negation,Holy,11.9
armor_352,resistance,Immunity,38.0
armor_352,resistance,Robustness,76.0
armor_352,resistance,Focus,25.0
armor_352,resistance,Vitality,25.0
armor_352,resistance,Poise,28.0
armor_353,damage_negation,Physical,14.0
armor_353,damage_negation,VS Strike,12.4
armor_353,damage_negation,VS Slash,14.0
armor_353,damage_negation,VS Pierce,14.6
armor_353,damage_negation,Magic,10.9
armor_353,damage_negation,Fire,12.4
armor_353,damage_negation,Lightning,9.5
armor_353,damage_negation,Holy,11.4
armor_353,resistance,Immunity,32.0
armor_353,resistance,Robustness,57.0
armor_353,resistance,Focus,22.0
armor_353,resistance,Vitality,21.0
armor_353,resistance,Poise,27.0
armor_354,damage_negation,Physical,12.1
armor_354,damage_negation,VS Strike,11.1
armor_354,damage_negation,VS Slash,13.7
armor_354,damage_negation,VS Pierce,13.2
armor_354,damage_negation,Magic,9.2
armor_354,damage_negation,Fire,9.9
armor_354,damage_negation,Lightning,6.8
armor_354,damage_negation,Holy,9.9
armor_354,resistance,Immunity,29.0
armor_354,resistance,Robustness,45.0
armor_354,resistance,Focus,21.0
armor_354,resistance,Vitality,21.0
armor_354,resistance,Poise,19.0
armor_355,damage_negation,Physical,9.5
armor_355,damage_negation,VS Strike,9.5
armor_355,damage_negation,VS Slash,10.2
armor_355,damage_negation,VS Pierce,9.5
armor_355,damage_negation,Magic,10.9
armor_355,damage_negation,Fire,10.9
armor_355,damage_negation,Lightning,12.4
armor_355,damage_negation,Holy,11.4
armor_355,resistance,Immunity,63.0
armor_355,resistance,Robustness,38.0
armor_355,resistance,Focus,55.0
armor_355,resistance,Vitality,50.0
armor_355,resistance,Poise,18.0
armor_356,damage_negation,Physical,4.2
armor_356,damage_negation,VS Strike,4.2
armor_356,damage_negation,VS Slash,6.1
armor_356,damage_negation,VS Pierce,5.3
armor_356,damage_negation,Magic,12.6
armor_356,damage_negation,Fire,11.4
armor_356,damage_negation,Lightning,12.6
armor_356,damage_negation,Holy,13.8
armor_356,resistance,Immunity,46.0
armor_356,resistance,Robustness,21.0
armor_356,resistance,Focus,71.0
armor_356,resistance,Vitality,63.0
armor_356,resistance,Poise,7.0
armor_357,damage_negation,Physical,12.1
armor_357,damage_negation,VS Strike,9.0
armor_357,damage_negation,VS Slash,12.6
armor_357,damage_negation,VS Pierce,11.1
armor_357,damage_negation,Magic,10.4
armor_357,damage_negation,Fire,9.7
armor_357,damage_negation,Lightning,7.3
armor_357,damage_negation,Holy,7.3
armor_357,resistance,Immunity,21.0
armor_357,resistance,Robustness,52.0
armor_357,resistance,Focus,10.0
armor_357,resistance,Vitality,10.0
armor_357,resistance,Poise,17.0
armor_358,damage_negation,Physical,5.3
armor_358,damage_negation,VS Strike,5.3
armor_358,damage_negation,VS Slash,5.3
armor_358,damage_negation,VS Pierce,4.2
armor_358,damage_negation,Magic,12.8
armor_358,damage_negation,Fire,12.4
armor_358,damage_negation,Lightning,12.6
armor_358,damage_negation,Holy,12.8
armor_358,resistance,Immunity,42.0
armor_358,resistance,Robustness,23.0
armor_358,resistance,Focus,67.0
armor_358,resistance,Vitality,67.0
armor_358,resistance,Poise,8.0
armor_359,damage_negation,Physical,4.2
armor_359,damage_negation,VS Strike,4.2
armor_359,damage_negation,VS Slash,4.2
armor_359,damage_negation,VS Pierce,2.7
armor_359,damage_negation,Magic,12.6
armor_359,damage_negation,Fire,11.9
armor_359,damage_negation,Lightning,12.4
armor_359,damage_negation,Holy,12.6
armor_359,resistance,Immunity,34.0
armor_359,resistance,Robustness,19.0
armor_359,resistance,Focus,57.0
armor_359,resistance,Vitality,57.0
armor_359,resistance,Poise,7.0
armor_360,damage_negation,Physical,12.4
armor_360,damage_negation,VS Strike,10.9
armor_360,damage_negation,VS Slash,12.4
armor_360,damage_negation,VS Pierce,11.9
armor_360,damage_negation,Magic,10.2
armor_360,damage_negation,Fire,11.4
armor_360,damage_negation,Lightning,7.1
armor_360,damage_negation,Holy,9.5
armor_360,resistance,Immunity,29.0
armor_360,resistance,Robustness,61.0
armor_360,resistance,Focus,21.0
armor_360,resistance,Vitality,21.0
armor_360,resistance,Poise,19.0
armor_361,damage_negation,Physical,11.7
armor_361,damage_negation,VS Strike,9.8
armor_361,damage_negation,VS Slash,12.2
armor_361,damage_negation,VS Pierce,11.7
armor_361,damage_negation,Magic,11.7
armor_361,damage_negation,Fire,11.7
armor_361,damage_negation,Lightning,9.1
armor_361,damage_negation,Holy,11.7
armor_361,resistance,Immunity,22.0
armor_361,resistance,Robustness,38.0
armor_361,resistance,Focus,16.0
armor_361,resistance,Vitality,19.0
armor_361,resistance,Poise,18.0
armor_362,damage_negation,Physical,13.5
armor_362,damage_negation,VS Strike,12.4
armor_362,damage_negation,VS Slash,14.6
armor_362,damage_negation,VS Pierce,16.0
armor_362,damage_negation,Magic,11.9
armor_362,damage_negation,Fire,12.4
armor_362,damage_negation,Lightning,10.2
armor_362,damage_negation,Holy,13.0
armor_362,resistance,Immunity,52.0
armor_362,resistance,Robustness,54.0
armor_362,resistance,Focus,22.0
armor_362,resistance,Vitality,22.0
armor_362,resistance,Poise,24.0
armor_363,damage_negation,Physical,4.2
armor_363,damage_negation,VS Strike,6.1
armor_363,damage_negation,VS Slash,6.1
armor_363,damage_negation,VS Pierce,5.3
armor_363,damage_negation,Magic,12.6
armor_363,damage_negation,Fire,11.9
armor_363,damage_negation,Lightning,12.4
armor_363,damage_negation,Holy,12.6
armor_363,resistance,Immunity,34.0
armor_363,resistance,Robustness,21.0
armor_363,resistance,Focus,61.0
armor_363,resistance,Vitality,64.0
armor_363,resistance,Poise,7.0
armor_364,damage_negation,Physical,3.2
armor_364,damage_negation,VS Strike,6.1
armor_364,damage_negation,VS Slash,6.1
armor_364,damage_negation,VS Pierce,5.3
armor_364,damage_negation,Magic,12.8
armor_364,damage_negation,Fire,12.4
armor_364,damage_negation,Lightning,12.4
armor_364,damage_negation,Holy,12.6
armor_364,resistance,Immunity,38.0
armor_364,resistance,Robustness,21.0
armor_364,resistance,Focus,61.0
armor_364,resistance,Vitality,64.0
armor_364,resistance,Poise,7.0
armor_365,damage_negation,Physical,7.6
armor_365,damage_negation,VS Strike,9.8
armor_365,damage_negation,VS Slash,7.6
armor_365,damage_negation,VS Pierce,8.4
armor_365,damage_negation,Magic,10.5
armor_365,damage_negation,Fire,10.5
armor_365,damage_negation,Lightning,11.5
armor_365,damage_negation,Holy,9.1
armor_365,resistance,Immunity,54.0
armor_365,resistance,Robustness,42.0
armor_365,resistance,Focus,42.0
armor_365,resistance,Vitality,45.0
armor_365,resistance,Poise,15.0
armor_366,damage_negation,Physical,5.3
armor_366,damage_negation,VS Strike,4.2
armor_366,damage_negation,VS Slash,4.2
armor_366,damage_negation,VS Pierce,5.3
armor_366,damage_negation,Magic,13.0
armor_366,damage_negation,Fire,12.4
armor_366,damage_negation,Lightning,12.4
armor_366,damage_negation,Holy,12.8
armor_366,resistance,Immunity,46.0
armor_366,resistance,Robustness,25.0
armor_366,resistance,Focus,67.0
armor_366,resistance,Vitality,63.0
armor_366,resistance,Poise,7.0
armor_367,damage_negation,Physical,6.1
armor_367,damage_negation,VS Strike,6.7
armor_367,damage_negation,VS Slash,6.7
armor_367,damage_negation,VS Pierce,6.1
armor_367,damage_negation,Magic,13.3
armor_367,damage_negation,Fire,12.8
armor_367,damage_negation,Lightning,12.8
armor_367,damage_negation,Holy,13.5
armor_367,resistance,Immunity,46.0
armor_367,resistance,Robustness,24.0
armor_367,resistance,Focus,107.0
armor_367,resistance,Vitality,76.0
armor_367,resistance,Poise,10.0
armor_368,damage_negation,Physical,16.8
armor_368,damage_negation,VS Strike,13.4
armor_368,damage_negation,VS Slash,16.0
armor_368,damage_negation,VS Pierce,16.0
armor_368,damage_negation,Magic,12.8
armor_368,damage_negation,Fire,12.6
armor_368,damage_negation,Lightning,10.9
armor_368,damage_negation,Holy,13.3
armor_368,resistance,Immunity,42.0
armor_368,resistance,Robustness,61.0
armor_368,resistance,Focus,29.0
armor_368,resistance,Vitality,29.0
armor_368,resistance,Poise,31.0
armor_369,damage_negation,Physical,17.0
armor_369,damage_negation,VS Strike,13.4
armor_369,damage_negation,VS Slash,16.0
armor_369,damage_negation,VS Pierce,15.6
armor_369,damage_negation,Magic,12.8
armor_369,damage_negation,Fire,11.4
armor_369,damage_negation,Lightning,10.9
armor_369,damage_negation,Holy,14.1
armor_369,resistance,Immunity,42.0
armor_369,resistance,Robustness,61.0
armor_369,resistance,Focus,29.0
armor_369,resistance,Vitality,29.0
armor_369,resistance,Poise,31.0
armor_370,damage_negation,Physical,13.5
armor_370,damage_negation,VS Strike,11.4
armor_370,damage_negation,VS Slash,14.6
armor_370,damage_negation,VS Pierce,13.5
armor_370,damage_negation,Magic,12.4
armor_370,damage_negation,Fire,11.9
armor_370,damage_negation,Lightning,8.8
armor_370,damage_negation,Holy,10.2
armor_370,resistance,Immunity,32.0
armor_370,resistance,Robustness,57.0
armor_370,resistance,Focus,24.0
armor_370,resistance,Vitality,24.0
armor_370,resistance,Poise,24.0
armor_371,damage_negation,Physical,13.1
armor_371,damage_negation,VS Strike,11.0
armor_371,damage_negation,VS Slash,14.2
armor_371,damage_negation,VS Pierce,13.1
armor_371,damage_negation,Magic,12.0
armor_371,damage_negation,Fire,11.5
armor_371,damage_negation,Lightning,8.4
armor_371,damage_negation,Holy,9.8
armor_371,resistance,Immunity,29.0
armor_371,resistance,Robustness,52.0
armor_371,resistance,Focus,21.0
armor_371,resistance,Vitality,21.0
armor_371,resistance,Poise,24.0
armor_372,damage_negation,Physical,5.3
armor_372,damage_negation,VS Strike,5.2
armor_372,damage_negation,VS Slash,4.1
armor_372,damage_negation,VS Pierce,2.6
armor_372,damage_negation,Magic,13.0
armor_372,damage_negation,Fire,12.6
armor_372,damage_negation,Lightning,12.4
armor_372,damage_negation,Holy,12.6
armor_372,resistance,Immunity,63.0
armor_372,resistance,Robustness,18.0
armor_372,resistance,Focus,48.0
armor_372,resistance,Vitality,63.0
armor_372,resistance,Poise,7.0
armor_373,damage_negation,Physical,11.4
armor_373,damage_negation,VS Strike,8.8
armor_373,damage_negation,VS Slash,11.9
armor_373,damage_negation,VS Pierce,11.4
armor_373,damage_negation,Magic,8.0
armor_373,damage_negation,Fire,8.8
armor_373,damage_negation,Lightning,6.1
armor_373,damage_negation,Holy,8.0
armor_373,resistance,Immunity,25.0
armor_373,resistance,Robustness,50.0
armor_373,resistance,Focus,21.0
armor_373,resistance,Vitality,21.0
armor_373,resistance,Poise,18.0
armor_374,damage_negation,Physical,11.4
armor_374,damage_negation,VS Strike,9.5
armor_374,damage_negation,VS Slash,11.9
armor_374,damage_negation,VS Pierce,11.4
armor_374,damage_negation,Magic,10.2
armor_374,damage_negation,Fire,11.4
armor_374,damage_negation,Lightning,8.8
armor_374,damage_negation,Holy,10.2
armor_374,resistance,Immunity,25.0
armor_374,resistance,Robustness,46.0
armor_374,resistance,Focus,21.0
armor_374,resistance,Vitality,21.0
armor_374,resistance,Poise,19.0
armor_375,damage_negation,Physical,11.2
armor_375,damage_negation,VS Strike,8.6
armor_375,damage_negation,VS Slash,11.2
armor_375,damage_negation,VS Pierce,10.7
armor_375,damage_negation,Magic,8.0
armor_375,damage_negation,Fire,9.5
armor_375,damage_negation,Lightning,6.7
armor_375,damage_negation,Holy,8.0
armor_375,resistance,Immunity,21.0
armor_375,resistance,Robustness,34.0
armor_375,resistance,Focus,10.0
armor_375,resistance,Vitality,10.0
armor_375,resistance,Poise,16.0
armor_376,damage_negation,Physical,11.1
armor_376,damage_negation,VS Strike,9.9
armor_376,damage_negation,VS Slash,10.6
armor_376,damage_negation,VS Pierce,11.6
armor_376,damage_negation,Magic,7.7
armor_376,damage_negation,Fire,10.6
armor_376,damage_negation,Lightning,6.4
armor_376,damage_negation,Holy,6.8
armor_376,resistance,Immunity,22.0
armor_376,resistance,Robustness,45.0
armor_376,resistance,Focus,10.0
armor_376,resistance,Vitality,16.0
armor_376,resistance,Poise,17.0
armor_377,damage_negation,Physical,2.7
armor_377,damage_negation,VS Strike,2.7
armor_377,damage_negation,VS Slash,5.3
armor_377,damage_negation,VS Pierce,2.7
armor_377,damage_negation,Magic,12.8
armor_377,damage_negation,Fire,12.4
armor_377,damage_negation,Lightning,11.9
armor_377,damage_negation,Holy,12.8
armor_377,resistance,Immunity,31.0
armor_377,resistance,Robustness,20.0
armor_377,resistance,Focus,62.0
armor_377,resistance,Vitality,66.0
armor_377,resistance,Poise,7.0
armor_378,damage_negation,Physical,4.2
armor_378,damage_negation,VS Strike,5.3
armor_378,damage_negation,VS Slash,6.1
armor_378,damage_negation,VS Pierce,5.3
armor_378,damage_negation,Magic,12.6
armor_378,damage_negation,Fire,11.9
armor_378,damage_negation,Lightning,12.4
armor_378,damage_negation,Holy,13.0
armor_378,resistance,Immunity,42.0
armor_378,resistance,Robustness,21.0
armor_378,resistance,Focus,67.0
armor_378,resistance,Vitality,67.0
armor_378,resistance,Poise,7.0
armor_379,damage_negation,Physical,2.7
armor_379,damage_negation,VS Strike,4.2
armor_379,damage_negation,VS Slash,5.3
armor_379,damage_negation,VS Pierce,4.2
armor_379,damage_negation,Magic,12.4
armor_379,damage_negation,Fire,11.4
armor_379,damage_negation,Lightning,11.9
armor_379,damage_negation,Holy,12.8
armor_379,resistance,Immunity,34.0
armor_379,resistance,Robustness,16.0
armor_379,resistance,Focus,57.0
armor_379,resistance,Vitality,57.0
armor_379,resistance,Poise,7.0
armor_380,damage_negation,Physical,4.2
armor_380,damage_negation,VS Strike,2.7
armor_380,damage_negation,VS Slash,2.7
armor_380,damage_negation,VS Pierce,0.6
armor_380,damage_negation,Magic,13.0
armor_380,damage_negation,Fire,12.4
armor_380,damage_negation,Lightning,12.6
armor_380,damage_negation,Holy,13.5
armor_380,resistance,Immunity,32.0
armor_380,resistance,Robustness,16.0
armor_380,resistance,Focus,54.0
armor_380,resistance,Vitality,54.0
armor_380,resistance,Poise,8.0
armor_381,damage_negation,Physical,13.5
armor_381,damage_negation,VS Strike,11.9
armor_381,damage_negation,VS Slash,11.9
armor_381,damage_negation,VS Pierce,11.9
armor_381,damage_negation,Magic,9.5
armor_381,damage_negation,Fire,12.6
armor_381,damage_negation,Lightning,6.7
armor_381,damage_negation,Holy,9.5
armor_381,resistance,Immunity,32.0
armor_381,resistance,Robustness,60.0
armor_381,resistance,Focus,11.0
armor_381,resistance,Vitality,23.0
armor_381,resistance,Poise,24.0
armor_382,damage_negation,Physical,13.1
armor_382,damage_negation,VS Strike,11.5
armor_382,damage_negation,VS Slash,11.5
armor_382,damage_negation,VS Pierce,11.5
armor_382,damage_negation,Magic,9.1
armor_382,damage_negation,Fire,12.2
armor_382,damage_negation,Lightning,6.3
armor_382,damage_negation,Holy,9.1
armor_382,resistance,Immunity,29.0
armor_382,resistance,Robustness,54.0
armor_382,resistance,Focus,10.0
armor_382,resistance,Vitality,21.0
armor_382,resistance,Poise,24.0
armor_383,damage_negation,Physical,19.2
armor_383,damage_negation,VS Strike,17.0
armor_383,damage_negation,VS Slash,18.3
armor_383,damage_negation,VS Pierce,18.3
armor_383,damage_negation,Magic,13.5
armor_383,damage_negation,Fire,19.8
armor_383,damage_negation,Lightning,13.0
armor_383,damage_negation,Holy,13.3
armor_383,resistance,Immunity,67.0
armor_383,resistance,Robustness,63.0
armor_383,resistance,Focus,90.0
armor_383,resistance,Vitality,50.0
armor_383,resistance,Poise,45.0
armor_384,damage_negation,Physical,18.7
armor_384,damage_negation,VS Strike,16.3
armor_384,damage_negation,VS Slash,17.5
armor_384,damage_negation,VS Pierce,17.5
armor_384,damage_negation,Magic,13.3
armor_384,damage_negation,Fire,18.3
armor_384,damage_negation,Lightning,12.8
armor_384,damage_negation,Holy,13.0
armor_384,resistance,Immunity,57.0
armor_384,resistance,Robustness,54.0
armor_384,resistance,Focus,75.0
armor_384,resistance,Vitality,42.0
armor_384,resistance,Poise,43.0
armor_385,damage_negation,Physical,9.5
armor_385,damage_negation,VS Strike,9.5
armor_385,damage_negation,VS Slash,10.2
armor_385,damage_negation,VS Pierce,10.2
armor_385,damage_negation,Magic,11.4
armor_385,damage_negation,Fire,11.4
armor_385,damage_negation,Lightning,11.4
armor_385,damage_negation,Holy,10.2
armor_385,resistance,Immunity,63.0
armor_385,resistance,Robustness,42.0
armor_385,resistance,Focus,55.0
armor_385,resistance,Vitality,55.0
armor_385,resistance,Poise,17.0
armor_386,damage_negation,Physical,13.1
armor_386,damage_negation,VS Strike,11.0
armor_386,damage_negation,VS Slash,13.6
armor_386,damage_negation,VS Pierce,13.1
armor_386,damage_negation,Magic,10.5
armor_386,damage_negation,Fire,12.0
armor_386,damage_negation,Lightning,9.8
armor_386,damage_negation,Holy,10.5
armor_386,resistance,Immunity,32.0
armor_386,resistance,Robustness,50.0
armor_386,resistance,Focus,21.0
armor_386,resistance,Vitality,21.0
armor_386,resistance,Poise,24.0
armor_387,damage_negation,Physical,13.1
armor_387,damage_negation,VS Strike,11.5
armor_387,damage_negation,VS Slash,13.6
armor_387,damage_negation,VS Pierce,12.5
armor_387,damage_negation,Magic,10.5
armor_387,damage_negation,Fire,11.5
armor_387,damage_negation,Lightning,9.1
armor_387,damage_negation,Holy,10.5
armor_387,resistance,Immunity,32.0
armor_387,resistance,Robustness,52.0
armor_387,resistance,Focus,21.0
armor_387,resistance,Vitality,21.0
armor_387,resistance,Poise,24.0
armor_388,damage_negation,Physical,6.1
armor_388,damage_negation,VS Strike,9.5
armor_388,damage_negation,VS Slash,6.7
armor_388,damage_negation,VS Pierce,6.1
armor_388,damage_negation,Magic,13.0
armor_388,damage_negation,Fire,12.4
armor_388,damage_negation,Lightning,12.6
armor_388,damage_negation,Holy,14.1
armor_388,resistance,Immunity,46.0
armor_388,resistance,Robustness,25.0
armor_388,resistance,Focus,76.0
armor_388,resistance,Vitality,83.0
armor_388,resistance,Poise,12.0
armor_389,damage_negation,Physical,4.2
armor_389,damage_negation,VS Strike,2.7
armor_389,damage_negation,VS Slash,2.7
armor_389,damage_negation,VS Pierce,0.6
armor_389,damage_negation,Magic,11.9
armor_389,damage_negation,Fire,11.4
armor_389,damage_negation,Lightning,11.9
armor_389,damage_negation,Holy,12.8
armor_389,resistance,Immunity,38.0
armor_389,resistance,Robustness,11.0
armor_389,resistance,Focus,60.0
armor_389,resistance,Vitality,60.0
armor_389,resistance,Poise,5.0
armor_390,damage_negation,Physical,7.1
armor_390,damage_negation,VS Strike,8.8
armor_390,damage_negation,VS Slash,7.1
armor_390,damage_negation,VS Pierce,7.1
armor_390,damage_negation,Magic,8.0
armor_390,damage_negation,Fire,9.5
armor_390,damage_negation,Lightning,10.2
armor_390,damage_negation,Holy,8.8
armor_390,resistance,Immunity,63.0
armor_390,resistance,Robustness,25.0
armor_390,resistance,Focus,42.0
armor_390,resistance,Vitality,42.0
armor_390,resistance,Poise,12.0
armor_391,damage_negation,Physical,6.7
armor_391,damage_negation,VS Strike,8.0
armor_391,damage_negation,VS Slash,6.7
armor_391,damage_negation,VS Pierce,6.7
armor_391,damage_negation,Magic,7.1
armor_391,damage_negation,Fire,8.8
armor_391,damage_negation,Lightning,9.5
armor_391,damage_negation,Holy,8.0
armor_391,resistance,Immunity,54.0
armor_391,resistance,Robustness,22.0
armor_391,resistance,Focus,34.0
armor_391,resistance,Vitality,34.0
armor_391,resistance,Poise,8.0
armor_392,damage_negation,Physical,9.5
armor_392,damage_negation,VS Strike,9.5
armor_392,damage_negation,VS Slash,8.8
armor_392,damage_negation,VS Pierce,8.0
armor_392,damage_negation,Magic,10.9
armor_392,damage_negation,Fire,10.2
armor_392,damage_negation,Lightning,10.9
armor_392,damage_negation,Holy,10.9
armor_392,resistance,Immunity,61.0
armor_392,resistance,Robustness,38.0
armor_392,resistance,Focus,50.0
armor_392,resistance,Vitality,42.0
armor_392,resistance,Poise,15.0
armor_393,damage_negation,Physical,10.2
armor_393,damage_negation,VS Strike,10.2
armor_393,damage_negation,VS Slash,9.5
armor_393,damage_negation,VS Pierce,9.5
armor_393,damage_negation,Magic,11.9
armor_393,damage_negation,Fire,-2.3
armor_393,damage_negation,Lightning,11.9
armor_393,damage_negation,Holy,11.4
armor_393,resistance,Immunity,71.0
armor_393,resistance,Robustness,46.0
armor_393,resistance,Focus,57.0
armor_393,resistance,Vitality,55.0
armor_393,resistance,Poise,15.0
armor_394,damage_negation,Physical,13.5
armor_394,damage_negation,VS Strike,12.4
armor_394,damage_negation,VS Slash,13.5
armor_394,damage_negation,VS Pierce,13.5
armor_394,damage_negation,Magic,10.2
armor_394,damage_negation,Fire,11.4
armor_394,damage_negation,Lightning,9.5
armor_394,damage_negation,Holy,11.4
armor_394,resistance,Immunity,35.0
armor_394,resistance,Robustness,57.0
armor_394,resistance,Focus,24.0
armor_394,resistance,Vitality,25.0
armor_394,resistance,Poise,22.0
armor_395,damage_negation,Physical,13.1
armor_395,damage_negation,VS Strike,12.0
armor_395,damage_negation,VS Slash,13.1
armor_395,damage_negation,VS Pierce,13.1
armor_395,damage_negation,Magic,9.8
armor_395,damage_negation,Fire,11.0
armor_395,damage_negation,Lightning,9.1
armor_395,damage_negation,Holy,11.0
armor_395,resistance,Immunity,32.0
armor_395,resistance,Robustness,52.0
armor_395,resistance,Focus,21.0
armor_395,resistance,Vitality,22.0
armor_395,resistance,Poise,22.0
armor_396,damage_negation,Physical,5.5
armor_396,damage_negation,VS Strike,6.9
armor_396,damage_negation,VS Slash,5.5
armor_396,damage_negation,VS Pierce,5.5
armor_396,damage_negation,Magic,13.5
armor_396,damage_negation,Fire,12.8
armor_396,damage_negation,Lightning,13.0
armor_396,damage_negation,Holy,13.2
armor_396,resistance,Immunity,42.0
armor_396,resistance,Robustness,23.0
armor_396,resistance,Focus,76.0
armor_396,resistance,Vitality,76.0
armor_396,resistance,Poise,10.0
armor_397,damage_negation,Physical,4.4
armor_397,damage_negation,VS Strike,6.3
armor_397,damage_negation,VS Slash,4.4
armor_397,damage_negation,VS Pierce,4.4
armor_397,damage_negation,Magic,13.2
armor_397,damage_negation,Fire,12.6
armor_397,damage_negation,Lightning,12.8
